SUBSTÂNCIA;CNPJ;LABORATÓRIO;CÓDIGO GGREM;REGISTRO;EAN 1;EAN 2;EAN 3;PRODUTO;APRESENTAÇÃO;CLASSE TERAPÊUTICA;TIPO DE PRODUTO (STATUS DO PRODUTO);REGIME DE PREÇO;PF Sem Impostos;PF 0%;PF 12%;PF 17%;PF 17% ALC;PF 17,5%;PF 17,5% ALC;PF 18%;PF 18% ALC;PF 20%;PMC 0%;PMC 12%;PMC 17%;PMC 17% ALC;PMC 17,5%;PMC 17,5% ALC;PMC 18%;PMC 18% ALC;PMC 20%;RESTRIÇÃO HOSPITALAR;CAP;CONFAZ 87;ICMS 0%;ANÁLISE RECURSAL;LISTA DE CONCESSÃO DE CRÉDITO TRIBUTÁRIO (PIS/COFINS);COMERCIALIZAÇÃO 2020;TARJA
BROMIDRATO DE CITALOPRAM;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500102202119115;1516700180031;7898361881863;    -     ;    -     ;BROMIDRATO DE CITALOPRAM;20 MG COM REV CT BL AL PVC/PVDC TRANS X 28;N6A4 - ANTIDEPRESSIVOS SSRI;Genérico;Regulado;39,32;39,32;44,68;47,37;47,37;47,66;47,66;47,95;47,95;49,15;54,36;61,77;65,49;65,49;65,89;65,89;66,29;66,29;67,95;Não;Não;Não;Não;;Positiva;Sim;Tarja Preta(*)
AMOXICILINA TRIHIDRATADA;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500102503119114;1516700190027;7898361880972;    -     ;    -     ;AMOXICILINA;500 MG CAP DURA CT BL AL PLAS PVC TRANS X 21;J1C1 - PENICILINAS ORAIS DE AMPLO ESPECTRO;Genérico;Regulado;14,53;14,53;16,51;17,51;17,51;17,61;17,61;17,72;17,72;18,16;20,09;22,82;24,21;24,21;24,34;24,34;24,50;24,50;25,11;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha (*)
AMOXICILINA TRIHIDRATADA;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500102504115112;1516700190043;7898361880958;    -     ;    -     ;AMOXICILINA;500 MG CAP DURA CT BL AL PLAS PVC TRANS X 350;J1C1 - PENICILINAS ORAIS DE AMPLO ESPECTRO;Genérico;Regulado;208,05;208,05;236,42;250,66;250,66;252,18;252,18;253,72;253,72;260,06;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja Vermelha (*)
AMOXICILINA TRIHIDRATADA;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500120120039407;1516700190078;7898361886868;    -     ;    -     ;AMOXICILINA;500 MG CAP DURA CT BL AL PLAS PVC TRANS X 350 (EMB FRAC);J1C1 - PENICILINAS ORAIS DE AMPLO ESPECTRO;Genérico;Regulado;198,14;198,14;225,16;238,72;238,72;240,17;240,17;241,63;241,63;247,68;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Não;Tarja Vermelha (*)
CEFALEXINA;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500119010027006;1516700200014;7898361881771;    -     ;    -     ;CEFALEXINA;500 MG CAP GEL DURA CT BL AL PVC/PE/PVDC TRANS X 10;J1D1 - CEFALOSPORINAS ORAIS;Genérico;Regulado;17,37;17,37;19,74;20,93;20,93;21,05;21,05;21,18;21,18;21,71;24,01;27,29;28,93;28,93;29,10;29,10;29,28;29,28;30,01;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha (*)
CEFALEXINA;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500100803115118;1516700200030;7898361881788;    -     ;    -     ;CEFALEXINA;500 MG CAP GEL DURA CT BL AL PVC/PE/PVDC TRANS X 100;J1D1 - CEFALOSPORINAS ORAIS;Genérico;Regulado;196,74;196,74;223,57;237,04;237,04;238,47;238,47;239,93;239,93;245,93;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja Vermelha (*)
"SULBACTAM SÓDICO;AMPICILINA SÓDICA";04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500102302156111;1516700220015;7898361881641;    -     ;    -     ;AMPICILINA SÓDICA + SULBACTAM SÓDICA;1G + 0,5G PO P/ SOL INJ CT 20 FA VD TRANS X 30 ML;J1C2 - PENICILINAS INJETAVEIS DE AMPLO ESPECTRO;Genérico;Regulado;465,44;465,44;528,91;560,77;560,77;564,17;564,17;567,61;567,61;581,80;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Não;Tarja Vermelha (*)
"SULBACTAM SÓDICO;AMPICILINA SÓDICA";04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500102303152118;1516700220031;7898361881665;    -     ;    -     ;AMPICILINA SÓDICA + SULBACTAM SÓDICA;2G + 1G PO P/ SOL INJ CT 20 FA VD TRANS X 30 ML;J1C2 - PENICILINAS INJETAVEIS DE AMPLO ESPECTRO;Genérico;Regulado;820,20;820,20;932,05;988,19;988,19;994,18;994,18;1000,24;1000,24;1025,25;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja Vermelha (*)
"CLAVULANATO DE POTÁSSIO;AMOXICILINA SÓDICA";04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500102601153112;1516700230010;7898361880514;    -     ;    -     ;AMOXICILINA SÓDICA + CLAVULANATO DE POTÁSSIO;(1000 + 200) MG PO SOL INJ IV CT 10 FA VD TRANS;J1C2 - PENICILINAS INJETAVEIS DE AMPLO ESPECTRO;Genérico;Regulado;378,38;378,38;429,98;455,88;455,88;458,64;458,64;461,44;461,44;472,98;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja Vermelha (*)
"TAZOBACTAM SÓDICO;PIPERACILINA SÓDICA";04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500120080037107;1516700240032;7898361886035;    -     ;    -     ;PIPERACILINA SÓDICA + TAZOBACTAM SÓDICO;2G + 0,25G PO SOL INJ IV CT 10 FA VD TRANS;J1C2 - PENICILINAS INJETAVEIS DE AMPLO ESPECTRO;Genérico;Regulado;567,47;567,47;644,85;683,70;683,70;687,84;687,84;692,04;692,04;709,34;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
"TAZOBACTAM SÓDICO;PIPERACILINA SÓDICA";04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500114120017506;1516700240075;7898361886073;    -     ;    -     ;PIPERACILINA SÓDICA + TAZOBACTAM SÓDICO;4G + 0,5G PO SOL INJ IV CT 10 FA VD TRANS;J1C2 - PENICILINAS INJETAVEIS DE AMPLO ESPECTRO;Genérico;Regulado;947,06;947,06;1076,20;1141,04;1141,04;1147,95;1147,95;1154,95;1154,95;1183,83;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
CLORIDRATO DE SERTRALINA;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500102701115115;1516700270012;7898361880507;    -     ;    -     ;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS OPC X 28;N6A4 - ANTIDEPRESSIVOS SSRI;Genérico;Regulado;38,46;38,46;43,70;46,34;46,34;46,62;46,62;46,90;46,90;48,08;53,17;60,41;64,06;64,06;64,45;64,45;64,84;64,84;66,47;Não;Não;Não;Não;;Positiva;Não;Tarja  Vermelha
CLORIDRATO DE SERTRALINA;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500113080015506;1516700270047;7898361884451;    -     ;    -     ;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS OPC X 280;N6A4 - ANTIDEPRESSIVOS SSRI;Genérico;Regulado;599,46;599,46;681,20;722,24;722,24;726,62;726,62;731,05;731,05;749,33;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
CLORIDRATO DE SERTRALINA;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500116040021506;1516700270063;7898361886653;7896112101505;    -     ;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS OPC X 30;N6A4 - ANTIDEPRESSIVOS SSRI;Genérico;Regulado;39,71;39,71;45,13;47,84;47,84;48,13;48,13;48,43;48,43;49,64;54,90;62,39;66,14;66,14;66,54;66,54;66,95;66,95;68,62;Não;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
CLORIDRATO DE SERTRALINA;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500116040021606;1516700270071;7898361886660;    -     ;    -     ;CLORIDRATO DE SERTRALINA;100 MG COM REV CT BL AL PLAS OPC X 30;N6A4 - ANTIDEPRESSIVOS SSRI;Genérico;Regulado;101,60;101,60;115,45;122,41;122,41;123,15;123,15;123,90;123,90;127,00;140,46;159,60;169,22;169,22;170,25;170,25;171,28;171,28;175,57;Não;Não;Não;Não;;Positiva;Não;Tarja  Vermelha
BESILATO DE ANLODIPINO;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500103304111111;1516700290021;7898361880712;    -     ;    -     ;BESILATO DE ANLODIPINO;5 MG COM CT BL AL PLAS TRANS X 30;C8A - ANTAGONISTAS DO CÁLCIO PUROS;Genérico;Regulado;16,54;16,54;18,80;19,93;19,93;20,05;20,05;20,17;20,17;20,68;22,87;25,99;27,55;27,55;27,72;27,72;27,88;27,88;28,59;Não;Não;Não;Não;;Positiva;Não;Tarja  Vermelha
BESILATO DE ANLODIPINO;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500103303113110;1516700290048;7898361880736;    -     ;    -     ;BESILATO DE ANLODIPINO;10 MG COM CT BL AL PLAS TRANS X 30;C8A - ANTAGONISTAS DO CÁLCIO PUROS;Genérico;Regulado;32,33;32,33;36,74;38,95;38,95;39,19;39,19;39,43;39,43;40,41;44,69;50,79;53,85;53,85;54,18;54,18;54,51;54,51;55,86;Não;Não;Não;Não;;Positiva;Não;Tarja  Vermelha
FINASTERIDA;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500103401115118;1516700300019;7898361880767;    -     ;    -     ;FINASTERIDA;5 MG COM REV CT BL AL PLAS OPC X 10;G4C3 - BPH INIBIDORES DA 5-ALFA TESTOSTERONA REDUTASE (5-ARI) PUROS;Genérico;Regulado;20,43;20,43;23,22;24,61;24,61;24,76;24,76;24,91;24,91;25,54;28,24;32,10;34,02;34,02;34,23;34,23;34,44;34,44;35,31;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
FINASTERIDA;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500114010015706;1516700300027;7898361884529;    -     ;    -     ;FINASTERIDA;5 MG COM REV CT BL AL PLAS OPC X 100;G4C3 - BPH INIBIDORES DA 5-ALFA TESTOSTERONA REDUTASE (5-ARI) PUROS;Genérico;Regulado;375,25;375,25;426,42;452,11;452,11;454,85;454,85;457,62;457,62;469,06;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
FINASTERIDA;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500119060027203;1516700300051;7898361886820;    -     ;    -     ;FINASTERIDA;5 MG COM REV CT BL AL PLAS OPC X 30;G4C3 - BPH INIBIDORES DA 5-ALFA TESTOSTERONA REDUTASE (5-ARI) PUROS;Genérico;Regulado;61,29;61,29;69,65;73,84;73,84;74,29;74,29;74,74;74,74;76,61;84,73;96,29;102,08;102,08;102,70;102,70;103,32;103,32;105,91;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
ATENOLOL;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500113030013306;1516700320095;7898361883744;    -     ;    -     ;ATENOLOL;50 MG COM CT BL AL PLAS TRANS X 30;C7A0 - BETABLOQUEADORES PUROS;Genérico;Regulado;11,74;11,74;13,34;14,14;14,14;14,23;14,23;14,32;14,32;14,68;16,23;18,44;19,55;19,55;19,67;19,67;19,80;19,80;20,29;Não;Não;Não;Não;;Positiva;Não;Tarja  Vermelha
CLORIDRATO DE PAROXETINA;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500103503112118;1516700350032;7898361881030;    -     ;    -     ;CLORIDRATO DE PAROXETINA;20 MG COM REV CT BL AL PVC/PVDC OPC X 30;N6A4 - ANTIDEPRESSIVOS SSRI;Genérico;Regulado;42,89;42,89;48,74;51,67;51,67;51,99;51,99;52,30;52,30;53,61;59,29;67,38;71,43;71,43;71,87;71,87;72,30;72,30;74,11;Não;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
MIRTAZAPINA;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500103803116119;1516700380047;7898361880842;    -     ;    -     ;MIRTAZAPINA;30 MG COM ORODISP CT BL AL/AL X 10 ;N6A9 - ANTIDEPRESSIVOS TODOS OS OUTROS;Genérico;Regulado;57,22;57,22;65,02;68,94;68,94;69,36;69,36;69,78;69,78;71,53;79,10;89,89;95,31;95,31;95,89;95,89;96,47;96,47;98,89;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha (*)
MIRTAZAPINA;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500103805119115;1516700380063;7898361880866;    -     ;    -     ;MIRTAZAPINA;45 MG COM ORODISP CT BL AL/AL X 10;N6A9 - ANTIDEPRESSIVOS TODOS OS OUTROS;Genérico;Regulado;81,32;81,32;92,41;97,98;97,98;98,57;98,57;99,17;99,17;101,65;112,42;127,75;135,45;135,45;136,27;136,27;137,10;137,10;140,53;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha (*)
MIRTAZAPINA;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500115110020106;1516700380071;7898361886608;    -     ;    -     ;MIRTAZAPINA;15 MG COM ORODISP CT BL AL/AL X 30;N6A9 - ANTIDEPRESSIVOS TODOS OS OUTROS;Genérico;Regulado;60,79;60,79;69,08;73,24;73,24;73,68;73,68;74,13;74,13;75,99;84,04;95,50;101,25;101,25;101,86;101,86;102,48;102,48;105,05;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha (*)
MIRTAZAPINA;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500115110020206;1516700380081;7898361886615;    -     ;    -     ;MIRTAZAPINA;30 MG COM ORODISP CT BL AL/AL X 30;N6A9 - ANTIDEPRESSIVOS TODOS OS OUTROS;Genérico;Regulado;121,64;121,64;138,23;146,55;146,55;147,44;147,44;148,34;148,34;152,05;168,16;191,09;202,60;202,60;203,83;203,83;205,07;205,07;210,20;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha (*)
MIRTAZAPINA;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500115110020306;1516700380098;7898361886622;    -     ;    -     ;MIRTAZAPINA;45 MG COM ORODISP CT BL AL/AL X 30;N6A9 - ANTIDEPRESSIVOS TODOS OS OUTROS;Genérico;Regulado;172,92;172,92;196,50;208,34;208,34;209,60;209,60;210,88;210,88;216,15;239,05;271,65;288,02;288,02;289,76;289,76;291,53;291,53;298,81;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha (*)
AXETILCEFUROXIMA;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500112030012506;1516700390034;7898361880903;    -     ;    -     ;AXETILCEFUROXIMA;500 MG COM CT BL AL/AL X 10 ;J1D1 - CEFALOSPORINAS ORAIS;Genérico;Regulado;64,85;64,85;73,69;78,13;78,13;78,61;78,61;79,09;79,09;81,06;89,65;101,87;108,01;108,01;108,67;108,67;109,34;109,34;112,06;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha (*)
GABAPENTINA;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500113070013906;1516700420022;7898361882020;    -     ;    -     ;GABAPENTINA;300 MG CAP DURA CT BL AL AL X 30;N3A - ANTIEPILÉPTICOS;Genérico;Regulado;43,67;43,67;49,63;52,61;52,61;52,93;52,93;53,26;53,26;54,59;60,37;68,61;72,73;72,73;73,17;73,17;73,63;73,63;75,47;Não;Sim;Sim;Não;;Positiva;Sim;Tarja  Vermelha
CLORIDRATO DE FLUOXETINA;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500114100017006;1516700430036;7898361882310;    -     ;    -     ;CLORIDRATO DE FLUOXETINA;20 MG CAP GEL DURA CT BL AL PLAS TRANS X 30;N6A4 - ANTIDEPRESSIVOS SSRI;Genérico;Regulado;29,63;29,63;33,67;35,70;35,70;35,92;35,92;36,13;36,13;37,04;40,96;46,55;49,35;49,35;49,66;49,66;49,95;49,95;51,21;Não;Não;Não;Não;;Positiva;Não;Tarja  Vermelha
LOSARTANA POTÁSSICA;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500115050018006;1516700440015;7898361882457;    -     ;    -     ;LOSARTANA POTÁSSICA;50 MG COM REV CT BL AL PVC/PE/PVDC OPC X 30;C9C - ANTAGONISTAS DA ANGIOTENSINA II PUROS;Genérico;Regulado;19,41;19,41;22,06;23,39;23,39;23,53;23,53;23,67;23,67;24,26;26,83;30,50;32,34;32,34;32,53;32,53;32,72;32,72;33,54;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
MEROPENÉM TRI-HIDRATADO;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500115060019206;1516700450010;7898361884079;    -     ;    -     ;MEROPENEM;500 MG PO SOL INJ CT 01 FA VD TRANS  X 15 ML;J1P2 - CARBAPENEMES E PENEMES;Genérico;Regulado;90,34;90,34;102,66;108,84;108,84;109,50;109,50;110,17;110,17;112,93;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
MEROPENÉM TRI-HIDRATADO;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500115060019306;1516700450029;7898361884086;    -     ;    -     ;MEROPENEM;500 MG PO SOL INJ CT 10 FA VD TRANS X 15 ML;J1P2 - CARBAPENEMES E PENEMES;Genérico;Regulado;903,71;903,71;1026,94;1088,81;1088,81;1095,41;1095,41;1102,09;1102,09;1129,64;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
MEROPENÉM TRI-HIDRATADO;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500115060019406;1516700450037;7898361884093;    -     ;    -     ;MEROPENEM;500 MG PO SOL INJ CT 01 FA VD TRANS X 15 ML + AMP PLAS TRANS X 10 ML;J1P2 - CARBAPENEMES E PENEMES;Genérico;Regulado;90,34;90,34;102,66;108,84;108,84;109,50;109,50;110,17;110,17;112,93;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
MEROPENÉM TRI-HIDRATADO;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500115060019506;1516700450045;7898361884109;    -     ;    -     ;MEROPENEM;500 MG PO SOL INJ CT 01 FA VD TRANS X 15 ML + 01 BOLS PLAS TRANS SIST FECH X 100 ML;J1P2 - CARBAPENEMES E PENEMES;Genérico;Regulado;90,34;90,34;102,66;108,84;108,84;109,50;109,50;110,17;110,17;112,93;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
MEROPENÉM TRI-HIDRATADO;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500115060019606;1516700450053;7898361884116;    -     ;    -     ;MEROPENEM;500 MG PO SOL INJ CT 10 FA VD TRANS X 15 ML + 10 BOLS PLAS TRANS SIST FECH X 100 ML;J1P2 - CARBAPENEMES E PENEMES;Genérico;Regulado;903,71;903,71;1026,94;1088,81;1088,81;1095,41;1095,41;1102,09;1102,09;1129,64;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
MEROPENÉM TRI-HIDRATADO;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500115060019706;1516700450061;7898361884123;    -     ;    -     ;MEROPENEM;1 G PO SOL INJ CT 01 FA VD TRANS X 20 ML;J1P2 - CARBAPENEMES E PENEMES;Genérico;Regulado;156,75;156,75;178,13;188,86;188,86;190,00;190,00;191,16;191,16;195,94;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
MEROPENÉM TRI-HIDRATADO;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500115060019806;1516700450071;7898361884130;    -     ;    -     ;MEROPENEM;1 G PO SOL INJ CT 10 FA VD TRANS X 20 ML;J1P2 - CARBAPENEMES E PENEMES;Genérico;Regulado;1567,71;1567,71;1781,49;1888,81;1888,81;1900,25;1900,25;1911,84;1911,84;1959,64;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
MEROPENÉM TRI-HIDRATADO;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500115060019906;1516700450088;7898361884147;    -     ;    -     ;MEROPENEM;1 G PO SOL INJ CT 01 FA VD TRANS X 20 ML + 01 BOLS PLAS TRANS SIST FECH X 100 ML;J1P2 - CARBAPENEMES E PENEMES;Genérico;Regulado;156,75;156,75;178,13;188,86;188,86;190,00;190,00;191,16;191,16;195,94;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
MEROPENÉM TRI-HIDRATADO;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500115060020006;1516700450096;7898361884154;    -     ;    -     ;MEROPENEM;1 G PO SOL INJ CT 10 FA VD TRANS X 20 ML + 10 BOLS PLAS TRANS SIST FECH X 100 ML;J1P2 - CARBAPENEMES E PENEMES;Genérico;Regulado;1567,70;1567,70;1781,48;1888,79;1888,79;1900,24;1900,24;1911,83;1911,83;1959,63;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
BISSULFATO DE CLOPIDOGREL;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500116030020906;1516700460067;7898361885328;    -     ;    -     ;BISSULFATO DE CLOPIDOGREL;75 MG COM REV CT BL AL AL X 28;B1C2 - INIBIDORES DA AGRAGAÇÃO PLAQUETÁRIA, ANTAGONISTAS DOS RECEPTORES DA ADENOSINA DIFOSFATO;Genérico;Regulado;85,97;85,97;97,69;103,58;103,58;104,21;104,21;104,84;104,84;107,46;118,85;135,05;143,19;143,19;144,06;144,06;144,94;144,94;148,56;Não;Sim;Não;Não;;Positiva;Não;Tarja Vermelha(*)
BISSULFATO DE CLOPIDOGREL;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500116030021006;1516700460075;7898361885335;7896112100607;    -     ;BISSULFATO DE CLOPIDOGREL;75 MG COM REV CT BL AL AL X 30;B1C2 - INIBIDORES DA AGRAGAÇÃO PLAQUETÁRIA, ANTAGONISTAS DOS RECEPTORES DA ADENOSINA DIFOSFATO;Genérico;Regulado;51,13;51,13;58,10;61,60;61,60;61,98;61,98;62,35;62,35;63,91;70,68;80,32;85,16;85,16;85,68;85,68;86,20;86,20;88,35;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
OLANZAPINA;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500116070023106;1516700470097;7898361882761;7896112100560;    -     ;OLANZAPINA;5 MG COM CT BL PVC/OPA/AL/PVC X 28;N5A1 - ANTIPSICÓTICOS ATÍPICOS;Genérico;Regulado;89,18;89,18;101,34;107,45;107,45;108,10;108,10;108,76;108,76;111,48;123,29;140,10;148,54;148,54;149,44;149,44;150,35;150,35;154,11;Não;Sim;Sim;Não;;Positiva;Não;Tarja Vermelha (*)
OLANZAPINA;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500116070023706;1516700470151;7898361882822;7896112100577;    -     ;OLANZAPINA;10 MG COM CT BL PVC/OPA/AL/PVC X 28;N5A1 - ANTIPSICÓTICOS ATÍPICOS;Genérico;Regulado;178,40;178,40;202,73;214,94;214,94;216,24;216,24;217,56;217,56;223,00;246,63;280,26;297,14;297,14;298,94;298,94;300,76;300,76;308,28;Não;Sim;Sim;Não;;Positiva;Não;Tarja Vermelha (*)
ROSUVASTATINA CÁLCICA;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500116080024106;1516700480017;7898361883607;    -     ;    -     ;ROSUVASTATINA CALCICA;10MG COM REV CT BL AL AL X 10;C10A1 - ESTATINAS, INIBIDORES DA REDUTASE HMG-CoA;Genérico;Regulado;32,39;32,39;36,81;39,02;39,02;39,26;39,26;39,50;39,50;40,49;44,78;50,89;53,94;53,94;54,27;54,27;54,61;54,61;55,98;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
ROSUVASTATINA CÁLCICA;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500121040040406;1516700480025;7898361883614;    -     ;    -     ;ROSUVASTATINA CALCICA;10MG COM REV CT BL AL AL X 30;C10A1 - ESTATINAS, INIBIDORES DA REDUTASE HMG-CoA;Genérico;Regulado;37,78;37,78;42,93;45,52;45,52;45,79;45,79;46,07;46,07;47,23;52,23;59,35;62,93;62,93;63,30;63,30;63,69;63,69;65,29;Não;Sim;Não;Não;;Positiva;Não;Tarja Vermelha(*)
ROSUVASTATINA CÁLCICA;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500116080024406;1516700480033;7898361883621;    -     ;    -     ;ROSUVASTATINA CALCICA;10MG COM REV CT BL AL AL X 60;C10A1 - ESTATINAS, INIBIDORES DA REDUTASE HMG-CoA;Genérico;Regulado;181,15;181,15;205,85;218,25;218,25;219,58;219,58;220,91;220,91;226,44;250,43;284,58;301,72;301,72;303,56;303,56;305,40;305,40;313,04;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
ROSUVASTATINA CÁLCICA;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500116080024606;1516700480041;7898361883638;    -     ;    -     ;ROSUVASTATINA CALCICA;10MG COM REV CT BL AL AL X 100;C10A1 - ESTATINAS, INIBIDORES DA REDUTASE HMG-CoA;Genérico;Regulado;301,94;301,94;343,11;363,78;363,78;365,99;365,99;368,22;368,22;377,43;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
