SUBSTÂNCIA;CNPJ;LABORATÓRIO;CÓDIGO GGREM;REGISTRO;EAN 1;EAN 2;EAN 3;PRODUTO;APRESENTAÇÃO;CLASSE TERAPÊUTICA;TIPO DE PRODUTO (STATUS DO PRODUTO);REGIME DE PREÇO;PF Sem Impostos;PF 0%;PF 12%;PF 17%;PF 17% ALC;PF 17,5%;PF 17,5% ALC;PF 18%;PF 18% ALC;PF 20%;PMC 0%;PMC 12%;PMC 17%;PMC 17% ALC;PMC 17,5%;PMC 17,5% ALC;PMC 18%;PMC 18% ALC;PMC 20%;RESTRIÇÃO HOSPITALAR;CAP;CONFAZ 87;ICMS 0%;ANÁLISE RECURSAL;LISTA DE CONCESSÃO DE CRÉDITO TRIBUTÁRIO (PIS/COFINS);COMERCIALIZAÇÃO 2020;TARJA
ROSUVASTATINA CÁLCICA;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500116080024306;1516700480051;7898361883683;    -     ;    -     ;ROSUVASTATINA CALCICA;10MG COM REV CT FR PLAS OPC X 30;C10A1 - ESTATINAS, INIBIDORES DA REDUTASE HMG-CoA;Genérico;Regulado;90,56;90,56;102,91;109,11;109,11;109,77;109,77;110,44;110,44;113,20;125,19;142,27;150,84;150,84;151,75;151,75;152,68;152,68;156,49;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
ROSUVASTATINA CÁLCICA;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500116080024506;1516700480068;7898361883690;    -     ;    -     ;ROSUVASTATINA CALCICA;10MG COM REV CT FR PLAS OPC X 100;C10A1 - ESTATINAS, INIBIDORES DA REDUTASE HMG-CoA;Genérico;Regulado;301,94;301,94;343,11;363,78;363,78;365,99;365,99;368,22;368,22;377,43;417,41;474,33;502,90;502,90;505,96;505,96;509,04;509,04;521,77;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
ROSUVASTATINA CÁLCICA;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500116080024706;1516700480076;7898361883645;    -     ;    -     ;ROSUVASTATINA CALCICA;20MG COM REV CT BL AL AL X 10;C10A1 - ESTATINAS, INIBIDORES DA REDUTASE HMG-CoA;Genérico;Regulado;52,85;52,85;60,06;63,67;63,67;64,06;64,06;64,45;64,45;66,06;73,06;83,03;88,02;88,02;88,56;88,56;89,10;89,10;91,32;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
ROSUVASTATINA CÁLCICA;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500121040040506;1516700480084;7898361883652;    -     ;    -     ;ROSUVASTATINA CALCICA;20MG COM REV CT BL AL AL X 30;C10A1 - ESTATINAS, INIBIDORES DA REDUTASE HMG-CoA;Genérico;Regulado;55,22;55,22;62,75;66,53;66,53;66,93;66,93;67,34;67,34;69,03;76,34;86,75;91,97;91,97;92,53;92,53;93,09;93,09;95,43;Não;Sim;Não;Não;;Positiva;Não;Tarja Vermelha(*)
ROSUVASTATINA CÁLCICA;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500116080025006;1516700480092;7898361883669;    -     ;    -     ;ROSUVASTATINA CALCICA;20MG COM REV CT BL AL AL X 60;C10A1 - ESTATINAS, INIBIDORES DA REDUTASE HMG-CoA;Genérico;Regulado;317,27;317,27;360,53;382,25;382,25;384,57;384,57;386,91;386,91;396,59;438,61;498,41;528,44;528,44;531,65;531,65;534,88;534,88;548,26;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
ROSUVASTATINA CÁLCICA;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500116080025206;1516700480106;7898361883676;    -     ;    -     ;ROSUVASTATINA CALCICA;20MG COM REV CT BL AL AL X 100;C10A1 - ESTATINAS, INIBIDORES DA REDUTASE HMG-CoA;Genérico;Regulado;528,79;528,79;600,90;637,10;637,10;640,96;640,96;644,87;644,87;660,99;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
ROSUVASTATINA CÁLCICA;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500116080024906;1516700480114;7898361883706;    -     ;    -     ;ROSUVASTATINA CALCICA;20MG COM REV CT FR PLAS OPC X 30;C10A1 - ESTATINAS, INIBIDORES DA REDUTASE HMG-CoA;Genérico;Regulado;158,66;158,66;180,30;191,16;191,16;192,32;192,32;193,49;193,49;198,33;219,34;249,25;264,27;264,27;265,87;265,87;267,49;267,49;274,18;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
ROSUVASTATINA CÁLCICA;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500116080025106;1516700480122;7898361883713;    -     ;    -     ;ROSUVASTATINA CALCICA;20MG COM REV CT FR PLAS OPC X 100;C10A1 - ESTATINAS, INIBIDORES DA REDUTASE HMG-CoA;Genérico;Regulado;528,79;528,79;600,90;637,10;637,10;640,96;640,96;644,87;644,87;660,99;731,02;830,71;880,75;880,75;886,09;886,09;891,49;891,49;913,78;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
CLORIDRATO DE BETAISTINA;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500118060025306;1516700500018;7898361882860;    -     ;    -     ;DICLORIDRATO DE BETAISTINA;16 MG COM CT BL AL AL X 10;N7C - ANTIVERTIGINOSOS;Genérico;Regulado;4,52;5,06;5,85;6,25;5,44;6,30;5,48;6,34;5,51;6,52;6,79;7,81;8,33;7,52;8,40;7,58;8,45;7,62;8,68;Não;Não;Não;Não;;Negativa;Não;Tarja Vermelha(*)
CLORIDRATO DE BETAISTINA;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500118060025406;1516700500026;7898361882877;    -     ;    -     ;DICLORIDRATO DE BETAISTINA;16 MG COM CT BL AL AL X 20;N7C - ANTIVERTIGINOSOS;Genérico;Regulado;9,07;10,16;11,74;12,55;10,93;12,64;11,00;12,73;11,06;13,10;13,63;15,68;16,73;15,11;16,84;15,21;16,96;15,29;17,44;Não;Não;Não;Não;;Negativa;Não;Tarja Vermelha(*)
CLORIDRATO DE BETAISTINA;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500118060025506;1516700500034;7898361882884;    -     ;    -     ;DICLORIDRATO DE BETAISTINA;16 MG COM CT BL AL AL X 30;N7C - ANTIVERTIGINOSOS;Genérico;Regulado;13,62;15,25;17,62;18,84;16,40;18,98;16,50;19,11;16,60;19,66;20,46;23,54;25,11;22,67;25,29;22,81;25,46;22,95;26,17;Não;Não;Não;Não;;Negativa;Sim;Tarja Vermelha(*)
CLORIDRATO DE BETAISTINA;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500118060025606;1516700500042;7898361882891;    -     ;    -     ;DICLORIDRATO DE BETAISTINA;16 MG COM CT BL AL AL X 60;N7C - ANTIVERTIGINOSOS;Genérico;Regulado;27,24;30,51;35,26;37,70;32,82;37,97;33,02;38,23;33,22;39,34;40,93;47,10;50,25;45,37;50,60;45,65;50,93;45,92;52,36;Não;Não;Não;Não;;Negativa;Não;Tarja Vermelha(*)
CLORIDRATO DE BETAISTINA;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500118060025706;1516700500050;7898361882907;    -     ;    -     ;DICLORIDRATO DE BETAISTINA;16 MG COM CT BL AL AL X 90;N7C - ANTIVERTIGINOSOS;Genérico;Regulado;40,87;45,77;52,89;56,56;49,24;56,95;49,53;57,35;49,84;59,02;61,40;70,65;75,39;68,07;75,89;68,47;76,41;68,90;78,56;Não;Não;Não;Não;;Negativa;Não;Tarja Vermelha(*)
CLORIDRATO DE BETAISTINA;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500118060025806;1516700500069;7898361882914;    -     ;    -     ;DICLORIDRATO DE BETAISTINA;16 MG COM CT BL AL AL X 120;N7C - ANTIVERTIGINOSOS;Genérico;Regulado;54,49;61,03;70,53;75,42;65,65;75,94;66,05;76,48;66,45;78,69;81,87;94,21;100,53;90,76;101,20;91,31;101,89;91,86;104,74;Não;Não;Não;Não;;Negativa;Não;Tarja Vermelha(*)
CLORIDRATO DE BETAISTINA;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500118060025906;1516700500077;7898361882921;    -     ;    -     ;DICLORIDRATO DE BETAISTINA;16 MG COM CT BL AL AL X 150;N7C - ANTIVERTIGINOSOS;Genérico;Regulado;68,12;76,29;88,16;94,27;82,07;94,93;82,56;95,60;83,07;98,37;;;;;;;;;;Sim;Não;Não;Não;;Negativa;Não;Tarja Vermelha(*)
CLORIDRATO DE BETAISTINA;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500118060026006;1516700500085;7898361882938;    -     ;    -     ;DICLORIDRATO DE BETAISTINA;24 MG COM CT BL AL AL X 10;N7C - ANTIVERTIGINOSOS;Genérico;Regulado;6,33;7,09;8,19;8,76;7,63;8,82;7,67;8,88;7,72;9,14;9,51;10,94;11,68;10,55;11,75;10,60;11,83;10,67;12,17;Não;Não;Não;Não;;Negativa;Não;Tarja Vermelha(*)
CLORIDRATO DE BETAISTINA;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500118060026106;1516700500107;7898361882945;    -     ;    -     ;DICLORIDRATO DE BETAISTINA;24 MG COM CT BL AL AL X 20;N7C - ANTIVERTIGINOSOS;Genérico;Regulado;12,68;14,20;16,41;17,55;15,28;17,67;15,37;17,79;15,46;18,31;19,05;21,92;23,39;21,12;23,55;21,25;23,70;21,37;24,37;Não;Não;Não;Não;;Negativa;Não;Tarja Vermelha(*)
CLORIDRATO DE BETAISTINA;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500118060026206;1516700500115;7898361882952;    -     ;    -     ;DICLORIDRATO DE BETAISTINA;24 MG COM CT BL AL AL X 30;N7C - ANTIVERTIGINOSOS;Genérico;Regulado;19,04;21,32;24,64;26,35;22,93;26,53;23,07;26,72;23,21;27,49;28,60;32,91;35,12;31,70;35,35;31,89;35,60;32,09;36,59;Não;Não;Não;Não;;Negativa;Sim;Tarja Vermelha(*)
CLORIDRATO DE BETAISTINA;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500118060026306;1516700500123;7898361882969;    -     ;    -     ;DICLORIDRATO DE BETAISTINA;24 MG COM CT BL AL AL X 60;N7C - ANTIVERTIGINOSOS;Genérico;Regulado;35,17;39,39;45,52;48,68;42,37;49,02;42,63;49,36;42,89;50,79;52,84;60,80;64,89;58,57;65,32;58,93;65,76;59,29;67,60;Não;Não;Não;Não;;Negativa;Não;Tarja Vermelha(*)
CLORIDRATO DE BETAISTINA;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500118060026406;1516700500131;7898361882976;    -     ;    -     ;DICLORIDRATO DE BETAISTINA;24 MG COM CT BL AL AL X 90;N7C - ANTIVERTIGINOSOS;Genérico;Regulado;52,77;59,10;68,30;73,03;63,58;73,54;63,96;74,06;64,35;76,20;79,28;91,23;97,34;87,90;98,00;88,42;98,67;88,96;101,42;Não;Não;Não;Não;;Negativa;Não;Tarja Vermelha(*)
CLORIDRATO DE BETAISTINA;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500118060026506;1516700500141;7898361882983;    -     ;    -     ;DICLORIDRATO DE BETAISTINA;24 MG COM CT BL AL AL X 120;N7C - ANTIVERTIGINOSOS;Genérico;Regulado;70,36;78,80;91,06;97,38;84,77;98,06;85,28;98,75;85,80;101,60;105,71;121,64;129,80;117,19;130,68;117,89;131,57;118,61;135,23;Não;Não;Não;Não;;Negativa;Não;Tarja Vermelha(*)
CLORIDRATO DE BETAISTINA;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500118060026606;1516700500158;7898361882990;    -     ;    -     ;DICLORIDRATO DE BETAISTINA;24 MG COM CT BL AL AL X 150;N7C - ANTIVERTIGINOSOS;Genérico;Regulado;87,95;98,50;113,83;121,72;105,96;122,57;106,60;123,43;107,25;127,01;;;;;;;;;;Sim;Não;Não;Não;;Negativa;Não;Tarja Vermelha(*)
CLORIDRATO DE DEXMEDETOMIDINA;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500118080026706;1516700510013;7898361886271;    -     ;    -     ;CLORIDRATO DE DEXMEDETOMIDINA;100 MCG/ML SOL INJ IV CT 5 FA VD TRANS X 2 ML;N1A2 - ANESTÉSICOS GERAIS INJETÁVEIS;Genérico;Regulado;494,51;494,51;561,94;595,80;595,80;599,41;599,41;603,06;603,06;618,14;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja Vermelha (*)
CLORIDRATO DE DEXMEDETOMIDINA;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500118080026806;1516700510021;7898361886288;    -     ;    -     ;CLORIDRATO DE DEXMEDETOMIDINA;100 MCG/ML SOL INJ IV CT 25 FA VD TRANS X 2 ML;N1A2 - ANESTÉSICOS GERAIS INJETÁVEIS;Genérico;Regulado;2472,63;2472,63;2809,81;2979,07;2979,07;2997,13;2997,13;3015,40;3015,40;3090,79;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Não;Tarja Vermelha (*)
MIRTAZAPINA;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500120010029407;1516700520019;7898361883256;    -     ;    -     ;MIRTAZAPINA;30 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 10;N6A1 - ANTIDEPRESSIVOS EXCUINDO OS DE ORIGEM HERBÁCEA;Genérico;Regulado;33,85;33,85;38,47;40,78;40,78;41,03;41,03;41,28;41,28;42,31;46,80;53,18;56,38;56,38;56,72;56,72;57,07;57,07;58,49;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha (*)
MIRTAZAPINA;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500120010030207;1516700520027;7898361883263;    -     ;    -     ;MIRTAZAPINA;30 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 14;N6A1 - ANTIDEPRESSIVOS EXCUINDO OS DE ORIGEM HERBÁCEA;Genérico;Regulado;47,96;47,96;54,50;57,78;57,78;58,13;58,13;58,49;58,49;59,95;66,30;75,34;79,88;79,88;80,36;80,36;80,86;80,86;82,88;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha (*)
MIRTAZAPINA;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500120010030307;1516700520035;7898361883270;    -     ;    -     ;MIRTAZAPINA;30 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 28;N6A1 - ANTIDEPRESSIVOS EXCUINDO OS DE ORIGEM HERBÁCEA;Genérico;Regulado;93,64;93,64;106,41;112,82;112,82;113,50;113,50;114,20;114,20;117,05;129,45;147,11;155,97;155,97;156,91;156,91;157,87;157,87;161,81;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha (*)
MIRTAZAPINA;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500120010030707;1516700520043;7898361883287;    -     ;    -     ;MIRTAZAPINA;30 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 70;N6A1 - ANTIDEPRESSIVOS EXCUINDO OS DE ORIGEM HERBÁCEA;Genérico;Regulado;234,12;234,12;266,05;282,07;282,07;283,78;283,78;285,51;285,51;292,65;323,66;367,80;389,95;389,95;392,31;392,31;394,70;394,70;404,57;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha (*)
MIRTAZAPINA;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500120010030407;1516700520051;7898361883294;    -     ;    -     ;MIRTAZAPINA;30 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 140;N6A1 - ANTIDEPRESSIVOS EXCUINDO OS DE ORIGEM HERBÁCEA;Genérico;Regulado;468,24;468,24;532,09;564,14;564,14;567,56;567,56;571,02;571,02;585,30;647,31;735,58;779,89;779,89;784,62;784,62;789,40;789,40;809,14;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha (*)
MIRTAZAPINA;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500120010030507;1516700520061;7998361883300;    -     ;    -     ;MIRTAZAPINA;30 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 210;N6A1 - ANTIDEPRESSIVOS EXCUINDO OS DE ORIGEM HERBÁCEA;Genérico;Regulado;702,37;702,37;798,15;846,23;846,23;851,36;851,36;856,55;856,55;877,96;970,99;1103,40;1169,86;1169,86;1176,96;1176,96;1184,13;1184,13;1213,73;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha (*)
MIRTAZAPINA;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500120010030607;1516700520078;7898361883317;    -     ;    -     ;MIRTAZAPINA;30 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 280;N6A1 - ANTIDEPRESSIVOS EXCUINDO OS DE ORIGEM HERBÁCEA;Genérico;Regulado;936,49;936,49;1064,19;1128,30;1128,30;1135,14;1135,14;1142,06;1142,06;1170,61;1294,64;1471,18;1559,81;1559,81;1569,26;1569,26;1578,83;1578,83;1618,30;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha (*)
MIRTAZAPINA;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500120010029907;1516700520086;7898361883324;    -     ;    -     ;MIRTAZAPINA;45 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 10;N6A1 - ANTIDEPRESSIVOS EXCUINDO OS DE ORIGEM HERBÁCEA;Genérico;Regulado;47,54;47,54;54,02;57,28;57,28;57,62;57,62;57,98;57,98;59,43;65,72;74,68;79,19;79,19;79,66;79,66;80,15;80,15;82,16;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha (*)
MIRTAZAPINA;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500120010029507;1516700520094;7898361883331;    -     ;    -     ;MIRTAZAPINA;45 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 14;N6A1 - ANTIDEPRESSIVOS EXCUINDO OS DE ORIGEM HERBÁCEA;Genérico;Regulado;66,56;66,56;75,64;80,19;80,19;80,68;80,68;81,17;81,17;83,20;92,02;104,57;110,86;110,86;111,54;111,54;112,21;112,21;115,02;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha (*)
MIRTAZAPINA;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500120010029607;1516700520108;7898361883348;    -     ;    -     ;MIRTAZAPINA;45 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 28;N6A1 - ANTIDEPRESSIVOS EXCUINDO OS DE ORIGEM HERBÁCEA;Genérico;Regulado;133,12;133,12;151,27;160,39;160,39;161,36;161,36;162,34;162,34;166,40;184,03;209,12;221,73;221,73;223,07;223,07;224,43;224,43;230,04;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha (*)
MIRTAZAPINA;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500120010029707;1516700520116;7898361883355;    -     ;    -     ;MIRTAZAPINA;45 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 70;N6A1 - ANTIDEPRESSIVOS EXCUINDO OS DE ORIGEM HERBÁCEA;Genérico;Regulado;332,82;332,82;378,20;400,99;400,99;403,42;403,42;405,88;405,88;416,03;460,10;522,84;554,35;554,35;557,70;557,70;561,11;561,11;575,14;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha (*)
MIRTAZAPINA;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500120010030007;1516700520124;7898361883362;    -     ;    -     ;MIRTAZAPINA;45 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 140;N6A1 - ANTIDEPRESSIVOS EXCUINDO OS DE ORIGEM HERBÁCEA;Genérico;Regulado;665,64;665,64;756,41;801,98;801,98;806,84;806,84;811,76;811,76;832,05;920,21;1045,69;1108,69;1108,69;1115,41;1115,41;1122,21;1122,21;1150,26;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha (*)
MIRTAZAPINA;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500120010029807;1516700520132;7898361883379;    -     ;    -     ;MIRTAZAPINA;45 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 210;N6A1 - ANTIDEPRESSIVOS EXCUINDO OS DE ORIGEM HERBÁCEA;Genérico;Regulado;998,47;998,47;1134,63;1202,98;1202,98;1210,27;1210,27;1217,65;1217,65;1248,09;1380,33;1568,56;1663,05;1663,05;1673,13;1673,13;1683,33;1683,33;1725,41;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha (*)
MIRTAZAPINA;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500120010030107;1516700520140;7898361883386;    -     ;    -     ;MIRTAZAPINA;45 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 280;N6A1 - ANTIDEPRESSIVOS EXCUINDO OS DE ORIGEM HERBÁCEA;Genérico;Regulado;1331,29;1331,29;1512,83;1603,96;1603,96;1613,68;1613,68;1623,52;1623,52;1664,11;1840,43;2091,40;2217,38;2217,38;2230,82;2230,82;2244,42;2244,42;2300,53;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha (*)
MIRTAZAPINA;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500119120027507;1516700520159;7898361886837;    -     ;    -     ;MIRTAZAPINA;30 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 30;N6A9 - ANTIDEPRESSIVOS TODOS OS OUTROS;Genérico;Regulado;105,42;105,42;119,80;127,01;127,01;127,78;127,78;128,56;128,56;131,78;145,74;165,62;175,58;175,58;176,65;176,65;177,73;177,73;182,18;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha (*)
CITRATO DE SILDENAFILA;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500120010027607;1516700530014;7898361884987;    -     ;    -     ;CITRATO DE SILDENAFILA;25 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 1;G4E1 - PRODUTOS PARA DISFUNÇÃO ERÉTIL, INIBIDORES DA PDE5;Genérico;Regulado;9,17;10,27;11,87;12,69;11,05;12,78;11,11;12,87;11,18;13,24;13,78;15,86;16,91;15,28;17,03;15,36;17,15;15,46;17,62;Não;Não;Não;Não;;Negativa;Não;Tarja Vermelha(*)
CITRATO DE SILDENAFILA;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500120010027707;1516700530197;7898361884994;    -     ;    -     ;CITRATO DE SILDENAFILA;25 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 2;G4E1 - PRODUTOS PARA DISFUNÇÃO ERÉTIL, INIBIDORES DA PDE5;Genérico;Regulado;18,21;20,39;23,56;25,20;21,93;25,37;22,07;25,55;22,20;26,29;27,35;31,47;33,59;30,32;33,81;30,51;34,04;30,69;34,99;Não;Não;Não;Não;;Negativa;Não;Tarja Vermelha(*)
CITRATO DE SILDENAFILA;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500120010027807;1516700530200;7898361885007;    -     ;    -     ;CITRATO DE SILDENAFILA;25 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 4;G4E1 - PRODUTOS PARA DISFUNÇÃO ERÉTIL, INIBIDORES DA PDE5;Genérico;Regulado;36,40;40,77;47,11;50,38;43,86;50,73;44,12;51,09;44,39;52,57;54,69;62,93;67,15;60,63;67,60;60,99;68,07;61,37;69,97;Não;Não;Não;Não;;Negativa;Não;Tarja Vermelha(*)
CITRATO DE SILDENAFILA;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500120010027907;1516700530219;7898361885014;    -     ;    -     ;CITRATO DE SILDENAFILA;25 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 8;G4E1 - PRODUTOS PARA DISFUNÇÃO ERÉTIL, INIBIDORES DA PDE5;Genérico;Regulado;72,81;81,55;94,24;100,77;87,73;101,48;88,26;102,19;88,80;105,15;109,40;125,88;134,32;121,28;135,23;122,01;136,15;122,76;139,96;Não;Não;Não;Não;;Negativa;Não;Tarja Vermelha(*)
CITRATO DE SILDENAFILA;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500120010028007;1516700530227;7898361885021;    -     ;    -     ;CITRATO DE SILDENAFILA;25 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 10;G4E1 - PRODUTOS PARA DISFUNÇÃO ERÉTIL, INIBIDORES DA PDE5;Genérico;Regulado;91,72;102,73;118,71;126,95;110,51;127,83;111,18;128,73;111,86;132,46;137,81;158,57;169,21;152,77;170,35;153,70;171,51;154,64;176,31;Não;Não;Não;Não;;Negativa;Não;Tarja Vermelha(*)
CITRATO DE SILDENAFILA;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500120010028107;1516700530235;7898361885038;    -     ;    -     ;CITRATO DE SILDENAFILA;25 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 12;G4E1 - PRODUTOS PARA DISFUNÇÃO ERÉTIL, INIBIDORES DA PDE5;Genérico;Regulado;110,06;123,27;142,45;152,33;132,61;153,39;133,41;154,47;134,22;158,94;165,36;190,28;203,04;183,33;204,41;184,43;205,80;185,55;211,55;Não;Não;Não;Não;;Negativa;Não;Tarja Vermelha(*)
CITRATO DE SILDENAFILA;04.301.884/0001-75;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;500120010028207;1516700530243;7898361885045;    -     ;    -     ;CITRATO DE SILDENAFILA;50 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 1;G4E1 - PRODUTOS PARA DISFUNÇÃO ERÉTIL, INIBIDORES DA PDE5;Genérico;Regulado;10,08;11,29;13,05;13,95;12,15;14,05;12,22;14,15;12,29;14,56;15,15;17,43;18,59;16,80;18,72;16,89;18,85;16,99;19,38;Não;Não;Não;Não;;Negativa;Não;Tarja Vermelha(*)
